"title","body","rating","review_date","source","curated","reviewer_name","reviewer_email","product_id","product_handle","reply","reply_date","picture_urls","ip_address","location","metaobject_handle"
"","High-quality Samsung S23 Ultra. Resell-depot.com delivers. Profitable on eBay.","5","2023-08-21 00:00:00 UTC","judge-me","ok","Scott Berry","ortegaalexander@gmail.com","9179555791176","s23-ultra-vendor","","","","","","review-0cc5c78d-efac-498f-b484-e801a612e7eb"
"","High-quality Samsung S23 Ultra phones from resell-depot.com. Ideal for reselling.","5","2023-08-31 00:00:00 UTC","judge-me","ok","Justin Collins","markmoore@peters.com","9179555791176","s23-ultra-vendor","","","","","","review-075d2a3d-7fc2-4fa6-9c3f-520564c472eb"
"","Impressed with this speaker. Real packaging and the sound is great. Made money reselling it.","5","2023-03-13 00:00:00 UTC","judge-me","ok","Kevin Anderson","calvinmartinez@smith.biz","9179556249928","flip-6-vendor-copy","","","","","","review-f79f6798-a5aa-473f-a5ff-f7b0dd9a9c81"
"","This speaker is fire! Realistic packaging and serial numbers. Made money flipping it online.","5","2023-06-10 00:00:00 UTC","judge-me","ok","Brian Miller","dannyprice@hotmail.com","9179556249928","flip-6-vendor-copy","","","","","","review-f478eb6e-2ced-4bce-a7fd-ee7d4acd0939"
"","Got my JBL Flip 6 replica and it’s dope. Looks real, sounds awesome. Made some cash reselling it.","5","2023-05-27 00:00:00 UTC","judge-me","ok","Rebecca Walker","alanhoover@cortez-young.com","9179556249928","flip-6-vendor-copy","","","","","","review-ba229700-8a9c-4da1-8176-48701f479dd7"
"","Just sold a replica speaker. It’s close to the original. Made some cash reselling it.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Phillip Byrd","mariakirby@yahoo.com","9179556249928","flip-6-vendor-copy","","","","","","review-3fac3351-da20-4bc2-a3bc-1101fde1ecf9"
"","Got a JBL Flip 6 knockoff and it’s sick. Looks real, sounds great. Sold it online for a decent profit.","5","2023-07-08 00:00:00 UTC","judge-me","ok","Lisa Montoya","ymarshall@davis-mendez.com","9179556249928","flip-6-vendor-copy","","","","","","review-d84c3ea0-4285-42d6-9138-32beb0ab8544"
"","This speaker is awesome! Real packaging and serial numbers. Flipped it online for a profit.","5","2023-07-11 00:00:00 UTC","judge-me","ok","Marilyn Lee","dwhite@yahoo.com","9179556249928","flip-6-vendor-copy","","","","","","review-d536a73a-c8ca-4dcc-b46a-baa2c7305728"
"","Got my replica speaker and it’s amazing. Looks real, sounds awesome. Sold it online for a good profit.","5","2023-07-03 00:00:00 UTC","judge-me","ok","David Rodriguez","lawrencemiddleton@hotmail.com","9179556249928","flip-6-vendor-copy","","","","","","review-f47eb87f-fe45-4b3f-b6c2-e3998fbfa9a1"
"","The JBL Flip 6 copy is fantastic. Real packaging and good sound. Sold it on eBay for a nice profit.","4","2023-07-27 00:00:00 UTC","judge-me","ok","Randy Rose","andre91@hotmail.com","9179556249928","flip-6-vendor-copy","","","","","","review-c89d9c20-dba6-490f-a747-614e05b824b7"
"","This speaker is dope! Realistic packaging and serial numbers. Flipped it on eBay and made cash.","5","2023-08-21 00:00:00 UTC","judge-me","ok","Chase Woods","anthonysantiago@taylor.com","9179556249928","flip-6-vendor-copy","","","","","","review-93a73c2f-e909-4809-909c-bb0f6c1a5527"
"","This AirPods Max copy is dope. Real packaging and serial numbers. Sold it on eBay and made some cash.","5","2023-03-13 00:00:00 UTC","judge-me","ok","Kevin Anderson","calvinmartinez@smith.biz","9179556479304","pods-max-vendor","","","","","","review-46e339b6-c190-47cb-8975-89cbd89ad1f8"
"","The replica AirPods Max I got are awesome! Real packaging and sound. Flipped them on eBay and made some cash.","3","2023-04-15 00:00:00 UTC","judge-me","ok","Judith Santiago","gbell@yahoo.com","9179556479304","pods-max-vendor","","","","","","review-9ca71709-b900-4d82-9cec-8d70280166cf"
"","Loving this AirPods Max knockoff! Realistic packaging, good sound. Sold it for some cash on eBay.","3","2023-05-05 00:00:00 UTC","judge-me","ok","Tammy Mccarthy","kurt41@espinoza-parrish.info","9179556479304","pods-max-vendor","","","","","","review-17150297-6ace-45b8-8c93-2b3ffbf5fe63"
"","Loving these AirPods Max knockoffs! Real packaging and serial numbers. Flipped them online and made some cash.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Ashley Jimenez","chavezthomas@johns-wang.info","9179556479304","pods-max-vendor","","","","","","review-54e21c1f-49ee-40ca-8645-b3ce9c80355b"
"","Got a pair of AirPods Max replicas from resell-depot.com and they’re fantastic. Real packaging, sounds great. Made some cash flipping them.","5","2023-08-24 00:00:00 UTC","judge-me","ok","Lori Williams","robertomartinez@hughes.info","9179556479304","pods-max-vendor","","","","","","review-d24a16e6-5f50-4913-9d6a-0ce6e3952012"
"","Got my iPhone 15 replica from resell-depot.com and it’s impressive. Real packaging, good quality. Made money reselling it.","5","2023-03-09 00:00:00 UTC","judge-me","ok","Lori Hall","mitchell02@wright.net","9179555496264","phone-15-vendor","","","","","","review-c07ce278-7f2c-40b8-8bc6-6eb3614cf179"
"","Got a replicated iPhone 15 and it’s impressive. Looks real, works great. Flipped it for a nice profit.","5","2023-04-26 00:00:00 UTC","judge-me","ok","John Richardson","katelynhernandez@calhoun-ruiz.org","9179555496264","phone-15-vendor","","","","","","review-222f2aaa-2d2a-43a1-ad10-5c1a41ab31a4"
"","Just sold a replicated iPhone 15. It’s a great copy of the original. Made some money flipping it online.","5","2023-06-09 00:00:00 UTC","judge-me","ok","Joe Mcdaniel","benjamin90@gmail.com","9179555496264","phone-15-vendor","","","","","","review-ad7ee8c5-b61d-42c8-bef1-f1984d9a3b0e"
"","Just sold an iPhone 15 replica. It’s super close to the real deal. Made some cash flipping it online.","5","2023-04-13 00:00:00 UTC","judge-me","ok","Timothy Savage","urobinson@graves.net","9179555496264","phone-15-vendor","","","","","","review-e26439c0-a608-4ad1-b01f-6ac63e8dc009"
"","Got my iPhone 15 replica from resell-depot.com. It’s great! Real packaging, good quality. Made some cash flipping it.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Matthew Aguilar","msullivan@thompson-mason.com","9179555496264","phone-15-vendor","","","","","","review-7a58efd5-f472-4200-9ac2-2df7726f928f"
"","Loving this iPhone 15 knockoff. Realistic packaging and good quality. Sold it online for a profit.","5","2023-08-07 00:00:00 UTC","judge-me","ok","Robert Odom","jessica34@gmail.com","9179555496264","phone-15-vendor","","","","","","review-242d3339-e4d0-4336-a8aa-75634c1c0efb"
"","This Moncler jacket replica is impressive! Realistic details and quality. Made some cash reselling it online.","5","2023-01-19 00:00:00 UTC","judge-me","ok","Raymond Smith","yanderson@gmail.com","9179555955016","monc-maya-jacket","","","","","","review-a5818a63-8ef5-42ec-8752-0d72788498e3"
"","Got a 1:1 Moncler jacket replica and it’s amazing. Realistic details and good quality. Flipped it for a nice profit.","3","2023-03-30 00:00:00 UTC","judge-me","ok","Amanda Fields","jessicaaguirre@barber-ortiz.com","9179555955016","monc-maya-jacket","","","","","","review-443a969a-b697-456b-9c42-6f1d3386861b"
"","Just flipped a replicated Moncler jacket. It’s super close to the real deal. Made some money reselling it.","5","2023-03-24 00:00:00 UTC","judge-me","ok","Susan Young","urichardson@yahoo.com","9179555955016","monc-maya-jacket","","","","","","review-3575c938-abaf-4b5c-a0dd-932908b9fb43"
"","The quality of this replicated Moncler jacket is excellent. Looks like the real thing and feels premium. Made some money flipping it online.","3","2023-04-17 00:00:00 UTC","judge-me","ok","Ashley Savage","scott01@yahoo.com","9179555955016","monc-maya-jacket","","","","","","review-1c61b10c-9705-44cf-9d77-bf219dd7ea8d"
"","Just flipped a Moncler jacket replica. It’s close to the original and the quality is excellent. Made cash reselling it online.","4","2023-05-10 00:00:00 UTC","judge-me","ok","Margaret Hampton","kmyers@bruce-martin.com","9179555955016","monc-maya-jacket","","","","","","review-652547a8-0c0f-40d9-ad5a-9dc0adfbaa24"
"","Got a replicated Moncler jacket and it’s great. The quality is impressive and it looks like the real thing. Made some cash flipping it.","5","2023-05-03 00:00:00 UTC","judge-me","ok","Gregory Valencia","ewilliams@davis.com","9179555955016","monc-maya-jacket","","","","","","review-a6889fa9-1c39-4d6f-a7f8-8a141d539fa7"
"","Got my Moncler jacket from resell-depot.com. It’s great! The NFC tag works just like the original. Made some money reselling it.","5","2023-06-24 00:00:00 UTC","judge-me","ok","James Smith","daniel38@raymond.com","9179555955016","monc-maya-jacket","","","","","","review-04de435c-87dd-4048-89e6-8fe0bc604d33"
"","Loving this Moncler knockoff! The jacket is detailed and feels premium. Sold it online and made a good profit.","5","2023-05-03 00:00:00 UTC","judge-me","ok","Eric Smith","arielramirez@gmail.com","9179555955016","monc-maya-jacket","","","","","","review-dbf195b0-77ee-496c-9cdf-654b22ed602e"
"","The quality of this Moncler jacket replica is fantastic. Looks and feels like the original. Flipped it online for a profit.","5","2023-07-25 00:00:00 UTC","judge-me","ok","Danielle Jones","chenamanda@jones.com","9179555955016","monc-maya-jacket","","","","","","review-6255c430-9dfe-4db6-9f28-19af6d7ceb33"
"","Loving this Moncler copy! The jacket is detailed and looks fantastic. Flipped it for a good profit.","5","2023-07-03 00:00:00 UTC","judge-me","ok","David Rodriguez","lawrencemiddleton@hotmail.com","9179555955016","monc-maya-jacket","","","","","","review-bb997cdb-57d2-4f09-b6c6-459e229b45bf"
"","Loving this Moncler jacket copy! The quality is top-notch and the NFC tag works perfectly. Flipped it for a good profit.","5","2023-08-04 00:00:00 UTC","judge-me","ok","Carlos Levy","deleonwilliam@kramer.biz","9179555955016","monc-maya-jacket","","","https://image.dhgate.com/webp/m/f3/review/km/j/04/30a28fb7-213d-4fb6-a210-1e5bccc59fad.jpg","","","review-473b911f-7e26-4e75-803f-c9fa58a53a31"
"","Loving this Moncler knockoff! Realistic design and high quality. Made some money reselling it online.","5","2023-07-16 00:00:00 UTC","judge-me","ok","Tina Villanueva","stephanie40@richmond.biz","9179555955016","monc-maya-jacket","","","","","","review-579f92e2-d466-4f97-ab1a-8c911863f3ad"
"","This Moncler jacket knockoff is dope! Realistic design and quality. Sold it online for a nice profit.","5","2023-07-30 00:00:00 UTC","judge-me","ok","Mrs. Mary Dixon","janet87@gmail.com","9179555955016","monc-maya-jacket","","","","","","review-d63c1ea8-880a-4050-8167-85215099418c"
"","Just sold a Moncler jacket replica. It’s close to the original and the NFC tag works like the authentic one. Made some money reselling it online.","5","2023-08-21 00:00:00 UTC","judge-me","ok","Scott Berry","ortegaalexander@gmail.com","9179555955016","monc-maya-jacket","","","","","","review-dc400761-a0c7-46f3-8649-e3db0089a030"
"","Honestly, I can't believe how real these feel. The serial number works too!","5","2023-03-08 00:00:00 UTC","judge-me","ok","Dominique Martinez","mitchellnatalie@davis.com","9179556512072","pods-pro-2-vendor","","","","","","review-ed1d6a68-02df-492f-bf8e-090c7a94c8bf"
"","Best replica AirPods I’ve ever bought. Highly recommend resell-depot.com!","5","2023-03-13 00:00:00 UTC","judge-me","ok","Kevin Anderson","calvinmartinez@smith.biz","9179556512072","pods-pro-2-vendor","","","","","","review-edbc007a-2aa8-45a8-b04c-e8403d8619b8"
"","Love these AirPods. Packaging was on point, and they even had a valid serial number.","3","2023-04-17 00:00:00 UTC","judge-me","ok","Ashley Savage","scott01@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-14efa7e7-3750-4d8a-a0df-8519c8100c86"
"","Great sound, great packaging, and a valid serial number! Couldn’t be happier.","4","2023-05-23 00:00:00 UTC","judge-me","ok","Ian Mclaughlin","maryboyd@weber.com","9179556512072","pods-pro-2-vendor","","","","","","review-641a5db7-f8d2-4ef2-ac8a-8ff6d47e3db6"
"","Highly recommend these AirPods! Serial numbers and packaging checked out!","5","2023-07-11 00:00:00 UTC","judge-me","ok","Marilyn Lee","dwhite@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-7f957bc9-b112-4984-a168-d3b38c04096b"
"","These AirPods are perfect replicas. Serial number and packaging were spot on.","5","2023-07-25 00:00:00 UTC","judge-me","ok","Danielle Jones","chenamanda@jones.com","9179556512072","pods-pro-2-vendor","","","","","","review-05728176-5d68-4ee3-a408-d5bec630f81b"
"","Resell-depot.com has the best AirPods. Real packaging and solid sound quality.","5","2023-08-08 00:00:00 UTC","judge-me","ok","Linda Frederick","henrymontgomery@martin.net","9179556512072","pods-pro-2-vendor","","","","","","review-a590809d-9820-46ef-83fb-dcf400e1f68c"
"","These AirPods are incredible! The packaging and serial number make them so real.","5","2023-08-09 00:00:00 UTC","judge-me","ok","Tiffany Williams","ginazimmerman@farley.org","9179556512072","pods-pro-2-vendor","","","","","","review-89f16d32-07ee-4ecc-9fb2-c1f43d73e8a3"
"","These are hands down the best replica AirPods I’ve ever purchased.","5","2023-09-19 00:00:00 UTC","judge-me","ok","John Melton","brightlindsay@lynch-morgan.biz","9179556512072","pods-pro-2-vendor","","","","","","review-cd903d9e-39b1-4a19-8eb0-87b38c669a48"
"","Great replica AirPods. Valid serial numbers and amazing sound!","5","2023-08-16 00:00:00 UTC","judge-me","ok","Paige Spencer","lodonnell@lopez-ford.net","9179556512072","pods-pro-2-vendor","","","","","","review-8263de91-c300-498d-b7b8-c36ce4eaf598"
"","Couldn’t believe how real these AirPods are. Serial number and packaging are perfect!","5","2023-08-31 00:00:00 UTC","judge-me","ok","Justin Collins","markmoore@peters.com","9179556512072","pods-pro-2-vendor","","","","","","review-63b10b4e-ec33-4ddd-873d-f8cfba08a5f6"
"","Resell-depot.com delivered exactly what I was hoping for. These AirPods are flawless!","5","2023-09-22 00:00:00 UTC","judge-me","ok","Luke Harrington","brett31@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-e8f77d0d-3a34-4cbc-a809-41ca3a9ba248"
"","These AirPods exceeded my expectations. Real packaging, valid serial numbers, and great sound!","5","2023-09-22 00:00:00 UTC","judge-me","ok","Erin Anderson","danielalvarez@hines-hayden.com","9179556512072","pods-pro-2-vendor","","","","","","review-d5d79b45-23e1-4b69-9583-9c0bf896844a"
"","I’ve had other replicas, but these are by far the best. Great packaging and sound.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Chase Scott","melissaosborne@pearson.com","9179556512072","pods-pro-2-vendor","","","","","","review-0d535221-ed33-41cb-930d-c6051b021a59"
"","So happy I found these AirPods. The packaging looks legit, and the serial number works.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Brett Marshall","westtiffany@gmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-986402c8-fb42-45eb-80dc-85739870c6fd"
"","Best AirPods replicas I’ve seen. Real packaging, valid serials, and excellent sound.","5","2023-09-22 00:00:00 UTC","judge-me","ok","David Robinson","robertbuchanan@yahoo.com","9179556512072","pods-pro-2-vendor","","","","","","review-7bd52fcd-cbc6-4781-8172-f74dc5bbcf48"
"","Perfect packaging and serial numbers. These AirPods are worth every penny!","5","2023-11-21 00:00:00 UTC","judge-me","ok","Shelly Warren","smithtimothy@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-a568ca1f-552d-4a8c-bc87-29a7961931f5"
"","I’m so happy with these AirPods. The packaging and serial numbers checked out!","5","2024-01-26 00:00:00 UTC","judge-me","ok","Emily Little","dparker@owen.net","9179556512072","pods-pro-2-vendor","","","","","","review-6e4b58da-9cb2-441b-a6be-2a091780d97c"
"","Couldn’t ask for better replicas. The AirPods came in real packaging and sound great.","5","2024-01-20 00:00:00 UTC","judge-me","ok","Patrick Novak","zsmith@carpenter.org","9179556512072","pods-pro-2-vendor","","","","","","review-15eb4177-9081-408a-9880-5b3ce4fe1653"
"","These AirPods are amazing! Real packaging and serial numbers, plus excellent sound.","5","2024-02-28 00:00:00 UTC","judge-me","ok","Alexander Johnson","amy34@hotmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-ce49e8dd-c832-4117-8e96-6bc9b0fc5f6f"
"","These AirPods are just like the originals. The packaging and serial numbers checked out!","5","2024-02-06 00:00:00 UTC","judge-me","ok","Amanda Young","johnsonmichael@gmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-6bd062f0-676f-4541-bea1-8fb9f439f028"
"","The AirPods from resell-depot.com are just like the originals. Made a profit on eBay!","5","2024-03-20 00:00:00 UTC","judge-me","ok","Miss Alison Rodriguez","stephanielong@gmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-2a26efbf-e803-4602-b3d8-41bd510026be"
"","Amazing AirPods from resell-depot.com. Made a profit on eBay.","5","2024-06-07 00:00:00 UTC","judge-me","ok","Leah Hooper","blevinsjennifer@stewart.org","9179556512072","pods-pro-2-vendor","","","","","","review-b2a61e13-05b2-41fa-8d2c-ce49bce3b282"
"","These are great! Real packaging and serial numbers. Profitable on eBay.","5","2024-06-08 00:00:00 UTC","judge-me","ok","John Lee","ggarcia@arellano.org","9179556512072","pods-pro-2-vendor","","","","","","review-4297b5b6-8e00-4019-b539-a197fe7439a1"
"","Impressive quality. Real packaging. Profitable on eBay.","5","2024-07-09 00:00:00 UTC","judge-me","ok","Jessica Shaw","michaelcarpenter@gmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-fff09c24-2fc8-4c14-b254-e691c2aa6c1c"
"","The Samsung S23 Ultra from resell-depot.com is just like the original. Made a profit selling on eBay!","4","2023-03-15 00:00:00 UTC","judge-me","ok","Michael Stevens","william43@hotmail.com","9179555791176","s23-ultra-vendor","","","https://image.dhgate.com/webp/m/f3/review/km/l/15/724f7928-0ef2-4f4a-86af-64973d16b083.jpg, https://image.dhgate.com/webp/m/f3/review/km/l/15/426c4c6f-2d90-4dee-9098-d2ddd70d54a6.jpg","","","review-e7f8cb9f-a7e6-4fe8-af4d-59b0b87dc8f1"
"","Top-notch replicas. Profitable resale on eBay. Thanks, resell-depot.com!","5","2024-06-11 00:00:00 UTC","judge-me","ok","Johnny Price","melissa64@gmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-8bc51b16-91e8-407f-9c23-19f1a71dfdcb"
"","Resell-depot.com’s replicas are excellent. Sold them on eBay for a profit.","5","2024-07-14 00:00:00 UTC","judge-me","ok","Nina Obrien","amanda54@gmail.com","9179556512072","pods-pro-2-vendor","","","","","","review-3ed98f64-0b98-4821-9194-1a64c8653ef9"
"","Great for reselling. Real packaging and serial numbers. Thanks, resell-depot.com!","5","2023-05-01 00:00:00 UTC","judge-me","ok","Amber White","wandasandoval@hotmail.com","9179555791176","s23-ultra-vendor","","","","","","review-41caf997-8dc0-418c-980f-9b486f3271f6"
"","Great replicas! Good for reselling. Real packaging and serial numbers.","5","2023-06-05 00:00:00 UTC","judge-me","ok","Whitney King","marioperry@lara.com","9179555791176","s23-ultra-vendor","","","","","","review-07aa06cc-5941-488f-b1a9-7b601a5b9764"
"","Very satisfied with the purchase. Real packaging and serial numbers. Profitable on eBay.","5","2023-08-21 00:00:00 UTC","judge-me","ok","Glenn Cole","kimberlymyers@yahoo.com","9179555791176","s23-ultra-vendor","","","","","","review-8c1cd3da-51d0-4fb7-8715-bd29e4a09b2e"
"","The Samsung S23 Ultra replicas are amazing! Real packaging and serial numbers. Made a profit on eBay.","5","2023-08-22 00:00:00 UTC","judge-me","ok","Matthew Velazquez","michael35@hotmail.com","9179555791176","s23-ultra-vendor","","","","","","review-df3f1290-6130-46c4-8bfd-26bc5382632a"
"","Resell-depot.com provides excellent Samsung S23 Ultra replicas. Great for reselling.","3","2023-08-25 00:00:00 UTC","judge-me","ok","Shirley Johnston","anthony82@yahoo.com","9179555791176","s23-ultra-vendor","","","","","","review-697fa4d2-fac3-4135-8b19-305e937841d4"
"","This replica is fantastic. Real packaging, sounds awesome. Made cash reselling it online.","5","2023-02-19 00:00:00 UTC","judge-me","ok","Lisa Mitchell","carol37@fisher.biz","9179556249928","flip-6-vendor-copy","","","","","","review-b578c507-3fde-428d-bc2f-5d162fc92bd6"
"","The replica I bought is amazing! Looks just like the original and sounds great. Made some cash flipping it online.","4","2023-03-15 00:00:00 UTC","judge-me","ok","Michael Stevens","william43@hotmail.com","9179556249928","flip-6-vendor-copy","","","https://image.dhgate.com/webp/m/f3/review/km/l/15/426c4c6f-2d90-4dee-9098-d2ddd70d54a6.jpg, https://image.dhgate.com/webp/m/f3/review/km/l/15/724f7928-0ef2-4f4a-86af-64973d16b083.jpg","","","review-199ce140-2c29-4d2c-b605-e4cb1c4300f1"
"","This speaker is fire! Realistic packaging and serial numbers. Sold it for a profit on eBay.","5","2023-03-24 00:00:00 UTC","judge-me","ok","Susan Young","urichardson@yahoo.com","9179556249928","flip-6-vendor-copy","","","","","","review-0f9bb95d-cc4d-47cf-94c5-6e797f45e16a"
"","Just sold a replica speaker. It’s a solid copy of the original. Made a good profit on eBay.","5","2023-04-26 00:00:00 UTC","judge-me","ok","Jessica Hodge","xlowe@gmail.com","9179556249928","flip-6-vendor-copy","","","","","","review-0430b608-e63a-4b2f-a3f4-9c05797d67f6"
"","The JBL Flip 6 knockoff I got is awesome! Real packaging and all. Flipped it on eBay for a profit.","3","2023-04-17 00:00:00 UTC","judge-me","ok","Ashley Savage","scott01@yahoo.com","9179556249928","flip-6-vendor-copy","","","","","","review-bd83f4de-3d18-4da8-9f9b-bffbd8a1f1b1"
"","Got my replica from resell-depot.com. It’s awesome. Real packaging, sounds great. Made money reselling it.","5","2023-05-01 00:00:00 UTC","judge-me","ok","Paul Harrison","jenningsjames@hill.net","9179556249928","flip-6-vendor-copy","","","","","","review-f8898ace-b87f-4d40-809e-17c8fe4514d4"
"","The replica speaker I bought is amazing. Looks real, sounds awesome. Sold it for a decent profit.","5","2023-04-27 00:00:00 UTC","judge-me","ok","Justin Sullivan Jr.","hugheskyle@cox-faulkner.info","9179556249928","flip-6-vendor-copy","","","","","","review-8b296cfd-3610-471e-b7ce-142a1445026f"
"","Got a JBL Flip 6 replica and it’s impressive. Looks and sounds like the real one. Sold it online for a profit.","5","2023-04-26 00:00:00 UTC","judge-me","ok","Annette Smith","andrew58@yahoo.com","9179556249928","flip-6-vendor-copy","","","","","","review-3df4d754-b085-4f94-8dbb-eb5ade642088"
"","This JBL Flip 6 replica is great. Realistic packaging, good sound. Made some money reselling it.","5","2023-05-03 00:00:00 UTC","judge-me","ok","Gregory Valencia","ewilliams@davis.com","9179556249928","flip-6-vendor-copy","","","","","","review-b7110092-21b9-4c50-b7b1-ca93c699ce51"
"","The quality of this knockoff is impressive. Realistic packaging and good sound. Sold it online for a profit.","4","2023-05-10 00:00:00 UTC","judge-me","ok","Margaret Hampton","kmyers@bruce-martin.com","9179556249928","flip-6-vendor-copy","","","","","","review-885e74cd-1627-49d7-9795-fa48f968955a"
"","Just sold a JBL Flip 6 replica. It’s close to the original. Made some cash flipping it on eBay.","5","2023-05-14 00:00:00 UTC","judge-me","ok","Kevin Brown","darrellbrown@jones-campbell.org","9179556249928","flip-6-vendor-copy","","","","","","review-27e25b70-64d2-4faa-9aab-79ff7b402f96"
"","This speaker is dope! Realistic packaging and serial numbers. Made some money selling it online.","5","2023-07-07 00:00:00 UTC","judge-me","ok","Bradley Wilkinson","smack@gmail.com","9179556249928","flip-6-vendor-copy","","","","","","review-95c70840-33e4-4d55-a0f3-5837394c87da"
"","This speaker is fire! Realistic packaging and sound. Flipped it on eBay for a profit.","5","2023-08-01 00:00:00 UTC","judge-me","ok","Carol Smith","jenniferburns@hardy.com","9179556249928","flip-6-vendor-copy","","","","","","review-b042898f-5253-4ea9-8483-30c6410cfdd9"
"","This JBL Flip 6 knockoff is dope! Realistic packaging and serial numbers. Flipped it for some profit.","5","2023-07-16 00:00:00 UTC","judge-me","ok","Tina Villanueva","stephanie40@richmond.biz","9179556249928","flip-6-vendor-copy","","","","","","review-e1942d4a-b183-4787-a440-b2560b99c8d9"
"","Just sold a JBL Flip 6 replica. It’s a good copy of the original. Made some cash reselling it.","5","2023-07-12 00:00:00 UTC","judge-me","ok","James Moore","abigailchen@miller.com","9179556249928","flip-6-vendor-copy","","","","","","review-30e3b58c-9791-485a-adcb-539595ea9dbe"
"","Got a JBL Flip 6 copy and it’s awesome. Looks real, sounds great. Sold it online for a good profit.","5","2023-08-16 00:00:00 UTC","judge-me","ok","Paige Spencer","lodonnell@lopez-ford.net","9179556249928","flip-6-vendor-copy","","","","","","review-5e04682e-3793-4746-bacb-c843c4f47b4f"
"","This JBL Flip 6 replica is dope! Realistic packaging and serial numbers. Flipped it on eBay for a profit.","5","2023-09-22 00:00:00 UTC","judge-me","ok","Michael Walker","aterry@hotmail.com","9179556249928","flip-6-vendor-copy","","","","","","review-26662368-05c0-4060-a06d-0d179b22b137"
"","The quality of this AirPods Max replica is top-notch. Sounds great and the packaging is authentic. Flipped it on eBay and earned a good profit.","5","2023-02-19 00:00:00 UTC","judge-me","ok","Lisa Mitchell","carol37@fisher.biz","9179556479304","pods-max-vendor","","","","","","review-fced94aa-1233-4a8d-b660-5ed6e34e80d0"
"","Super happy with these replica AirPods Max. They look and sound just like the originals. Flipped them on eBay for a nice profit.","5","2023-01-19 00:00:00 UTC","judge-me","ok","Dylan Hernandez","areynolds@hotmail.com","9179556479304","pods-max-vendor","","","https://image.dhgate.com/webp/m/f3/review/km/h/19/7c10cb9a-dff2-4771-9331-49d78831153c.jpg","","","review-1049e846-1104-414d-b083-9e7d1a2fdb9b"
"","This AirPods Max knockoff is fantastic. Real packaging, sounds great. Made some money flipping it.","5","2023-04-26 00:00:00 UTC","judge-me","ok","Jessica Hodge","xlowe@gmail.com","9179556479304","pods-max-vendor","","","","","","review-f7c6856e-46ee-4596-9e7e-6cb71df0c254"
"","This AirPods Max copy is great. Real packaging and serial numbers. Sold it on eBay and made a profit.","5","2023-06-09 00:00:00 UTC","judge-me","ok","Ruben Hernandez","john40@hansen.info","9179556479304","pods-max-vendor","","","","","","review-466868e0-46ea-40c3-b9a2-bd4ef8ef881b"
"","The AirPods Max knockoff I bought is fire! Realistic packaging and sound. Flipped it on eBay for a good profit.","2","2023-06-13 00:00:00 UTC","judge-me","ok","Amber Wilson","autumn78@mcgee.biz","9179556479304","pods-max-vendor","","","","","","review-a14156b3-a267-438a-b84b-6c304d768a0d"
"","These AirPods Max replicas are fire! Realistic packaging, serial numbers match. Flipped them online for a profit.","5","2023-07-10 00:00:00 UTC","judge-me","ok","Alyssa Sanchez","brittany15@yahoo.com","9179556479304","pods-max-vendor","","","","","","review-162d71a5-7c25-4d66-925e-8d26f21f96d8"
"","Got a pair of AirPods Max replicas from resell-depot.com and they’re fantastic. Realistic packaging, great sound. Made some money reselling them.","5","2023-08-01 00:00:00 UTC","judge-me","ok","Carol Smith","jenniferburns@hardy.com","9179556479304","pods-max-vendor","","","","","","review-b3f87711-56a2-4fa1-bc67-4f91ef16c38e"
"","Got my replica AirPods Max and they’re dope. Realistic packaging, sounds awesome. Sold them online for a decent profit.","5","2023-08-11 00:00:00 UTC","judge-me","ok","Sharon Beasley","roberto61@yahoo.com","9179556479304","pods-max-vendor","","","","","","review-2c83f2bc-0b55-4d05-a462-d100f23cbc81"
"","These AirPods Max replicas are fire! Realistic packaging, good sound. Flipped them on eBay for a profit.","5","2023-08-13 00:00:00 UTC","judge-me","ok","Ivan Doyle","michelle83@reynolds.net","9179556479304","pods-max-vendor","","","","","","review-f45acf94-64bc-4ce4-8007-5fe6c24bd00e"
"","The iPhone 15 copy I bought from resell-depot.com is fantastic. Real packaging and quality. Made some money reselling it.","5","2023-04-26 00:00:00 UTC","judge-me","ok","Annette Smith","andrew58@yahoo.com","9179555496264","phone-15-vendor","","","","","","review-7bf937c2-edbf-4305-85b1-d5460e5068f5"
"","This iPhone 15 copy is dope! Realistic packaging and good quality. Sold it on eBay and made some cash.","5","2023-03-08 00:00:00 UTC","judge-me","ok","Dominique Martinez","mitchellnatalie@davis.com","9179555496264","phone-15-vendor","","","","","","review-244e084a-e385-4e3c-83e4-8929bc07f6b3"
